redirects,not_indexed_by_google,certificate_age,email_submission,request_url_percentage,url_anchor_percentage,meta_percentage,script_percentage,link_percentage,use_iframe,has_suspicious_port,external_favicons,TTL,ip_address_count,check_sfh,count_domain_occurrences,page_rank_decimal,is_malicious
1,0,0,0,0,0,0,0.516129032,0.483870968,1,1,1,30,2,0.5,13,5.52,0
0,0,0,0,1,0,0,0.5,0.5,0,1,1,30,1,0,1,4.92,0
0,0,-320,1,0,0,0,0.520833333,0.479166667,1,1,5,30,1,0.5,0,3.93,0
0,0,0,0,1,0,0,0.5,0.5,0,0,1,30,1,0,1,4.96,0
1,0,0,0,0,0,0,0.555555556,0.444444444,1,0,1,28,1,0,7,5.14,0
1,0,0,0,0,0.538461538,0,0,1,0,0,2,28,1,0,0,5.32,0
0,0,-72,0,0,0.278688525,0,0.469387755,0.530612245,0,1,0,28,2,0,263,5.5,0
1,0,-70,0,0,0,0,0.583333333,0.416666667,0,0,0,29,1,0,58,5.26,0
1,0,-88,0,0,0,0,0.533333333,0.466666667,1,1,1,29,1,0.5,5,5.13,0
1,0,-152,0,0,0,0,0.173913043,0.826086957,1,1,0,30,1,0,30,5.3,0
0,0,-260,0,1,0,0,0,0,0,1,0,30,1,0,0,4.74,0
1,0,0,0,0,0,0,0.5,0.5,0,1,0,14,2,0.5,0,3.03,1
0,0,0,0,1,0,0,0.4,0.6,0,1,0,29,1,0,0,3.9,0
0,0,0,0,1,0,0,0.5,0.5,0,0,1,28,1,0,1,0,1
0,0,-370,0,0,0,0,0.555555556,0.444444444,0,1,0,29,1,0,10,4.93,0
0,0,-73,0,0,0,0,0.230769231,0.769230769,0,1,6,15,1,0,18,6.33,0
1,0,-52,0,0,0,0,0.682926829,0.317073171,0,0,0,30,1,0,17,5.21,0
1,0,-109,0,0,0,0,0.4,0.6,1,1,1,30,1,0,0,4.99,0
0,0,-80,0,1,0,0,0.785714286,0.214285714,0,1,0,30,1,0,4,4.93,0
1,0,0,0,1,0,0,0.333333333,0.666666667,0,0,1,26,1,0,0,2.39,1
1,0,-88,0,0,0.558139535,0,0.666666667,0.333333333,0,1,0,29,2,0,1,4.81,0
0,0,-61,0,0,0.492537313,0,0.285714286,0.714285714,0,1,0,30,1,0,200,4.86,0
0,0,-257,0,0,0,0,0.375,0.625,1,1,6,30,4,0,95,5.18,0
0,0,0,0,0,0,0,0.375,0.625,0,0,0,30,1,0.5,1,4.72,0
0,0,-161,0,0,0,0,0.166666667,0.833333333,0,1,4,29,1,0.5,9,5.17,0
1,0,-215,0,0,0,0,0.232876712,0.767123288,1,1,1,29,4,0,14,5.38,0
0,0,0,0,0,0,0,0.307692308,0.692307692,0,0,0,29,1,0,179,2.78,0
2,0,-72,0,0,0.352112676,0,0.422222222,0.577777778,1,1,1,30,2,0.5,69,5.46,0
1,0,0,0,0,0,0,0.721311475,0.278688525,1,0,1,26,1,1,160,4.63,0
1,0,0,0,0,0,0,0.529411765,0.470588235,0,1,0,30,2,0,3,0,1
0,0,0,0,1,0,0,0,0,0,0,0,30,1,0,0,2.48,0
0,0,-186,0,0,0.075587334,0,0.333333333,0.666666667,0,1,0,29,3,0,1008,5.25,0
0,0,-154,0,1,0,0,0.793103448,0.206896552,0,1,1,30,2,0,0,4.89,0
1,0,0,0,1,0,0,0,1,0,0,0,30,1,0,6,0,1
4,0,0,0,0,0,0,0.375,0.625,1,1,1,27,2,0,0,3.06,1
0,0,-77,0,0,0,0,0.125,0.875,0,1,1,30,1,0,3,4.6,0
0,0,-231,0,1,0,0,0,0,0,1,0,30,3,0,0,5.35,0
0,0,0,0,0,0,0,1,0,0,1,0,30,1,0,1,2.63,1
0,0,0,0,1,0,0,0,0,0,0,0,30,1,0,0,0,1
0,0,-67,0,0,0,0,0.666666667,0.333333333,0,1,0,29,2,0,0,3.41,0
0,0,-289,0,1,0,0,0.6,0.4,0,1,1,30,3,0,0,4.95,0
3,0,-95,0,0,0,0,0.28,0.72,1,1,2,29,3,0,89,5.13,0
0,0,-213,0,0,0.091891892,0,0.285714286,0.714285714,1,0,0,28,1,0,206,4.55,0
1,0,0,0,0,0.6,0,0.3125,0.6875,1,1,0,28,2,0.5,45,5.57,1
0,0,-313,0,0,0,0,0.8125,0.1875,0,1,1,30,3,0,195,4.91,0
0,0,-325,0,0,0,0,0.289473684,0.710526316,1,1,4,30,1,0,54,5.39,0
1,0,-129,0,0,0,0,0.25,0.75,0,1,1,30,1,0,2,4.84,0
0,0,-71,0,0,0,0,0.895833333,0.104166667,1,1,0,28,1,0.5,79,5.24,0
0,0,-86,0,0,0,0,0.508196721,0.491803279,0,1,0,29,3,0,264,5.07,0
0,0,-76,0,0,0.071428571,0,0.409090909,0.590909091,1,1,2,28,8,0,63,3.17,0
3,0,-81,0,0,0.170731707,0,0.1,0.9,1,1,2,20,1,0,16,5.85,0
0,0,-87,0,0,0.34375,0,0.268292683,0.731707317,1,1,0,30,1,0,73,4.93,0
0,0,0,0,1,0,0,0.5,0.5,0,1,1,30,1,0,1,5.42,0
0,0,-83,0,0,0.142857143,0,0.444444444,0.555555556,0,0,0,30,1,0,27,5.17,0
1,0,0,0,0,0,0,0.666666667,0.333333333,1,1,1,30,5,0,7,5.7,0
1,0,-158,0,0,0,0,0.105263158,0.894736842,0,1,8,29,1,0,0,5.86,0
0,0,0,0,0,0,0,0.75,0.25,0,1,1,30,1,0,0,0,1
2,0,0,0,1,0,0,0,1,0,0,0,29,1,0,2,3.01,0
0,0,-75,0,0,0,0,0.388888889,0.611111111,0,0,1,30,1,0,11,5.14,0
0,0,-175,0,0,0.122807018,0,0.380952381,0.619047619,1,1,0,30,1,0,147,5.19,0
0,0,-395,0,0,0.357876712,0,0.517241379,0.482758621,1,1,1,27,1,0,993,5.3,0
0,0,0,0,1,0,0,0.5,0.5,0,1,1,30,1,0,1,4.87,1
1,0,0,0,1,0,0,1,0,0,1,0,30,1,0,0,0.95,1
1,0,-342,0,0,0.113636364,0,0.672413793,0.327586207,1,0,2,29,1,0.5,39,4.08,0
1,0,-295,0,0,0.113924051,0,0.5,0.5,1,1,0,30,2,0,40,5.49,0
1,0,0,0,1,0,0,0.428571429,0.571428571,0,1,2,30,1,0,0,5.35,0
0,0,-39,0,0,0,0,0.268292683,0.731707317,0,1,0,30,2,0,245,6.41,0
1,0,0,0,1,0,0,0,1,0,0,0,28,1,0,0,3.03,1
1,0,-31,0,0,0.003436426,0,0.098039216,0.901960784,1,1,0,20,2,0,372,5.18,0
2,0,-289,0,0,0.146788991,0,0.185185185,0.814814815,0,1,7,29,4,0,8,5.17,0
0,0,-65,0,0,0,0,0.6,0.4,1,1,1,22,1,0.5,13,5.19,0
1,0,-72,0,1,0,0,1,0,0,1,0,30,2,0,0,5.13,0
0,0,-37,0,0,0,0,0.384615385,0.615384615,1,1,2,8,1,0,15,5.48,0
0,0,-71,0,0,0,0,0.5,0.5,0,1,2,30,2,0,15,5.12,0
3,0,0,0,0,0,0,0,0,0,1,0,30,2,0,0,0,1
1,0,-76,0,1,0,0,0.352941176,0.647058824,1,1,3,28,3,0,0,2.99,0
0,0,-296,0,0,0,0,0.25,0.75,0,0,0,28,1,0,7,5.15,0
4,0,-55,0,0,0,0,0.666666667,0.333333333,1,1,1,30,3,0.5,0,5.05,0
1,0,0,0,0,0,0,0.75,0.25,0,0,0,28,1,0,0,3.01,0
1,0,0,0,0,0,0,0.647058824,0.352941176,0,0,1,25,1,0,2,4.9,0
4,0,-268,0,0,0,0,0.470588235,0.529411765,0,1,0,30,3,0.5,6,5.41,0
0,0,0,0,0,0,0,0.75,0.25,0,1,1,30,1,0,0,0,1
1,0,0,0,1,0,0,0,0,0,1,0,30,1,0,1,5.28,0
0,0,0,0,1,0,0,0.5,0.5,0,1,1,30,1,0,1,0,1
0,0,-67,0,0,0,0,0.367346939,0.632653061,1,1,6,29,1,0.5,81,4.99,0
0,0,0,0,1,0,0,1,0,0,0,0,30,1,0,0,2.75,0
0,0,-76,0,0,0,0,0.727272727,0.272727273,0,0,0,30,1,0,8,4.91,0
0,0,-241,0,0,0,0,0.2,0.8,0,1,0,30,2,0,96,4,0
1,0,0,0,1,0,0,1,0,0,0,0,30,1,0,0,0,1
1,0,-309,0,0,0,0,0.235294118,0.764705882,0,1,0,30,2,0.5,465,5.34,0
3,0,-63,0,0,0.37037037,0,0.390243902,0.609756098,0,0,5,29,1,0,0,5.36,0
0,0,-170,0,0,0,0,0.089285714,0.910714286,0,1,0,30,3,0,225,4.25,0
0,0,-282,0,0,0.227586207,0,0.102941176,0.897058824,1,1,2,29,3,0,202,5.67,0
0,0,-366,0,0,0,0,0.5625,0.4375,1,0,3,30,1,0,5,5.03,0
0,0,-346,0,0,0,0,0.1875,0.8125,1,1,0,30,2,0.5,223,4.98,0
0,0,-63,0,0,0,0,0.487179487,0.512820513,1,0,1,27,1,0,92,3.22,0
0,0,-70,0,0,0.068181818,0,0.166666667,0.833333333,0,1,0,30,1,0.5,85,4.68,0
1,0,0,0,0,0,0,0.571428571,0.428571429,0,0,2,30,1,0,7,5.3,0
1,0,-69,0,0,0.537037037,0,0.388888889,0.611111111,1,0,3,30,1,0.5,72,5.23,0
2,0,0,0,0,0,0,0.5,0.5,1,1,1,28,1,0,20,5.11,0
0,0,-75,0,0,0.156862745,0,0.153846154,0.846153846,0,1,2,29,1,0,202,4.18,0
0,0,-224,0,0,0.25,0,0.151515152,0.848484848,1,1,0,30,2,0.5,87,5.43,0
1,0,-67,0,0,0,0,0.5,0.5,0,1,1,21,3,0,2,4.68,0
0,0,-342,0,0,0,0,0.714285714,0.285714286,0,1,0,30,3,0,1,5.83,0
1,0,0,0,0,0,0,0.25,0.75,1,1,0,20,3,0,4,8.17,1
1,0,0,0,0,0,0,0.666666667,0.333333333,0,0,0,30,1,0.5,6,5.31,0
0,0,-268,0,0,0,0,0.451612903,0.548387097,1,0,0,28,1,0.5,50,5.02,0
0,0,-347,0,1,0,0,0.5,0.5,0,1,1,30,1,0,1,5.33,0
0,0,-297,0,0,0,0,0.178571429,0.821428571,1,1,0,30,2,0.5,35,5.05,0
1,0,-48,0,0,0,0,0.5,0.5,0,0,0,30,1,0,3,5.44,0
1,0,-382,0,0,0,0,0.047619048,0.952380952,0,1,0,20,1,0,265,6.55,0
0,0,-87,0,0,0,0,0.866666667,0.133333333,0,1,0,30,1,0.5,53,5.11,0
1,0,-43,0,0,0,0,0.092592593,0.907407407,1,1,1,30,2,0,0,4.98,0
0,0,0,0,0,0,0,1,0,0,1,0,30,1,0,7,0,1
0,0,-355,0,0,0,0,0.352941176,0.647058824,0,1,2,29,1,0,154,5.47,0
1,0,-83,0,0,0,0,0.333333333,0.666666667,1,1,0,30,2,0,1136,5.3,0
0,0,0,0,0,0,0,0,0,1,1,0,30,1,0,0,0,1
0,0,0,0,1,0,0,0,0,0,1,0,30,1,0,1,3.54,1
1,0,-310,0,0,0,0,0.076923077,0.923076923,0,1,3,30,2,0,351,5.48,0
0,0,-27,0,0,0.235294118,0,0.666666667,0.333333333,0,1,1,30,1,0,5,5.05,0
0,0,-139,0,0,0,0,0.142857143,0.857142857,0,0,4,30,1,0.5,5,5.02,0
0,0,-36,0,0,0,0,0.491525424,0.508474576,1,1,0,30,2,0.5,36,6.65,0
0,0,-276,0,0,0.02739726,0,0.444444444,0.555555556,1,1,4,29,3,0.5,3,4.51,0
0,0,-225,0,0,0,0,0.525,0.475,0,0,1,28,1,0,40,5.63,0
3,0,0,0,1,0,0,0,0,0,1,0,30,1,0,0,5.39,0
0,0,-251,0,0,0.058536585,0,0.02173913,0.97826087,0,1,1,19,1,0,213,5.66,0
2,0,0,0,0,0.129032258,0,0.1,0.9,0,1,1,30,4,0,122,5.64,0
0,0,-327,0,0,0,0,0.2,0.8,1,1,3,29,2,0,0,3.83,0
0,0,0,0,1,0,0,0.666666667,0.333333333,0,0,1,30,9,0,0,0,1
0,0,-78,0,0,0,0,0.484848485,0.515151515,0,1,1,29,1,0,2,3.48,0
0,0,0,0,0,0,0,0.333333333,0.666666667,0,0,1,30,1,0,0,5.5,0
0,0,0,0,1,0,0,0,0,0,1,0,30,1,0,0,0,1
1,0,0,0,0,0,0,0.470588235,0.529411765,0,1,0,30,5,0,95,3.99,0
3,0,0,0,0,0.212121212,0,0.5625,0.4375,1,0,1,26,2,0,31,4.9,0
3,0,0,0,0,0.051724138,0,0.46875,0.53125,1,1,0,30,3,0,179,4.75,0
0,0,-59,0,0,0,0,0.35483871,0.64516129,0,1,0,30,1,0,143,5.14,0
1,0,-78,0,0,0,0,0.377358491,0.622641509,0,1,4,27,3,0,0,4.95,0
0,0,-51,0,0,0,0,0.6,0.4,1,1,1,29,1,0,18,5.48,0
0,0,0,0,1,0,0,0.5,0.5,0,1,1,30,1,0,1,3.97,1
0,0,-310,0,0,0,0,0.40625,0.59375,0,0,3,27,2,0,15,4.67,0
1,0,-347,0,0,0,0,0.475,0.525,0,0,0,30,3,0,45,5.23,0
0,0,-86,0,1,0,0,0.52,0.48,1,1,1,30,2,0,26,5.74,0
1,0,-34,0,0,0,0,0,1,0,1,2,29,4,0,472,4.62,0
0,0,-60,0,0,0,0,0.35,0.65,0,1,0,29,2,1,223,4.87,0
0,0,-125,0,0,0,0,0.375,0.625,0,1,1,30,3,0,26,5.51,0
0,0,-73,0,0,0,0,0.130434783,0.869565217,1,1,1,30,4,0,110,5.32,0
3,0,0,0,0,0,0,0.692307692,0.307692308,1,1,2,26,1,0.5,1,4.81,0
1,0,-281,0,0,0.14516129,0,0.84,0.16,0,1,0,30,1,0,144,7.65,0
1,0,0,0,0,0,0,0.571428571,0.428571429,1,1,0,30,1,0,0,4.92,0
3,0,0,1,0,0,0,0.5,0.5,1,1,1,17,2,0.5,0,5.03,0
0,0,-225,0,0,0.105485232,0,0.35,0.65,1,0,4,30,1,0,11,4.57,0
0,0,-81,0,0,0,0,0.206896552,0.793103448,1,1,0,30,1,0,21,5.26,0
0,0,0,0,1,0,0,0.5,0.5,0,0,1,30,1,0,1,2.45,1
0,0,-60,0,0,0.048913043,0,0.5625,0.4375,0,1,3,30,3,0,1,4.86,0
0,0,0,0,0,0.236842105,0,0.5,0.5,0,0,0,30,1,0,62,4.5,0
0,0,0,0,1,0,0,1,0,0,0,0,30,1,0,0,3.64,0
0,0,-254,0,0,0.189655172,0,0.333333333,0.666666667,1,1,1,30,2,0,124,5.12,0
2,0,0,0,0,0,0,0.454545455,0.545454545,1,0,0,29,1,0.5,57,5.67,0
1,0,0,0,0,0,0,0.722222222,0.277777778,1,1,0,30,3,0,31,5.82,0
0,0,0,0,1,0,0,0,0,0,1,0,28,1,0,0,5.18,0
0,0,0,0,1,0,0,0.333333333,0.666666667,0,1,1,30,1,0,0,1.59,1
1,0,0,0,0,0,0,0.396825397,0.603174603,0,1,0,30,1,1,140,3.92,0
0,0,-37,0,0,0.111111111,0,0.457142857,0.542857143,0,1,0,30,1,0,167,4.96,0
0,0,-31,0,0,0,0,0.2,0.8,0,0,1,29,1,0.5,0,5.47,0
0,0,-347,0,0,0,0,0.038461538,0.961538462,0,1,4,30,1,0,728,6.05,0
0,0,0,0,0,0.842105263,0,0.333333333,0.666666667,0,0,0,29,1,0,5,4.79,0
2,0,-116,0,0,0.842696629,0,0.766666667,0.233333333,0,1,0,29,4,0,79,6.02,0
0,0,-228,0,0,0.226086957,0,0.470588235,0.529411765,1,0,0,30,1,0,59,5.4,0
0,0,-154,0,0,0,0,0.296296296,0.703703704,1,1,5,30,3,0,3,5.28,0
1,0,-303,0,0,0,0,0.280898876,0.719101124,0,1,3,30,2,0,0,5.06,0
0,0,-29,0,0,0,0,0.346153846,0.653846154,0,1,0,30,1,0,213,4.9,0
0,0,-76,0,0,0.1875,0,0.473684211,0.526315789,1,1,0,27,2,0,111,5.17,0
2,0,-71,0,0,0,0,0.08,0.92,1,1,0,30,2,0,314,5.05,0
1,0,-67,0,0,0,0,0.5,0.5,1,1,1,30,1,0,0,4.48,0
0,0,0,0,1,0,0,1,0,0,1,0,30,1,0,0,3.28,1
0,0,0,0,0,0,0,0,1,0,0,0,30,1,0,3,3.71,0
1,0,-310,0,1,0,0,0.833333333,0.166666667,1,1,0,30,2,0,14,4.42,0
2,0,-182,0,0,0.170212766,0,0.230769231,0.769230769,1,1,1,30,4,0,207,5.8,0
1,0,0,0,0,0.740585774,0,0.692307692,0.307692308,0,0,1,27,1,0,55,2.82,0
0,0,0,0,0,0,0,0.666666667,0.333333333,0,1,1,30,2,0,0,0,1
2,0,-291,0,0,0.246753247,0,0.634146341,0.365853659,0,1,3,9,4,0,185,5.15,0
0,0,-210,0,0,0,0,0.523809524,0.476190476,1,1,5,30,1,0,36,5.9,0
1,0,-310,0,0,0,0,0.388888889,0.611111111,0,1,2,29,2,0,0,5.67,0
0,0,-230,0,0,0,0,0.47826087,0.52173913,1,1,0,30,2,0,2,5.43,0
1,0,-36,0,0,0,0,0.347826087,0.652173913,1,0,0,30,1,0,185,5.31,0
0,0,-276,0,0,0,0,0.2,0.8,0,1,1,29,1,0.5,9,5.24,0
1,0,0,0,0,0,0,0.555555556,0.444444444,0,1,0,30,2,0,315,4.11,0
0,0,-370,0,0,0,0,0.620689655,0.379310345,0,1,1,30,1,0.5,4,5.47,0
1,0,-267,0,0,0,0,0.285714286,0.714285714,1,1,1,30,2,0,0,4.53,0
2,0,0,0,0,0.093023256,0,0.106382979,0.893617021,0,1,0,29,1,0,161,5.08,0
2,0,0,0,1,0,0,0.615384615,0.384615385,0,0,0,30,1,0.5,0,1.94,1
1,0,-78,0,0,0.103448276,0,0.526315789,0.473684211,1,1,0,20,2,0,169,5.92,0
3,0,0,0,0,0,0,0.125,0.875,0,1,1,28,3,0,12,5.37,0
1,0,0,0,0,0,0,0.315789474,0.684210526,0,1,1,30,3,0,6,5.29,0
1,0,0,0,0,0,0,0.148148148,0.851851852,0,0,0,11,1,0,97,5.47,0
1,0,0,0,0,0,0,0.5,0.5,0,0,0,29,1,0,0,4.37,0
1,0,0,0,0,0,0,0.127272727,0.872727273,1,1,1,20,1,0,2,4.47,0
1,0,0,0,0,0.076923077,0,0.4,0.6,0,1,1,29,1,0,16,4.53,0
1,0,-244,0,0,0.333333333,0,0.757142857,0.242857143,1,1,2,30,2,0,0,5.74,0
1,0,0,0,0,0.8,0,0,0,0,1,0,30,1,0,3,4.55,0
1,0,-58,0,0,0.284090909,0,0.4,0.6,1,1,1,30,1,0,66,5.68,0
0,0,-292,0,0,0,0,0.15625,0.84375,0,1,1,19,1,0,17,5.71,0
1,0,-39,0,0,0,0,0.45,0.55,1,1,1,30,1,0.5,99,5.73,0
2,0,0,0,0,0,0,0.117647059,0.882352941,1,0,2,24,1,0,4,5.26,0
0,0,-68,0,0,0.293103448,0,0.387755102,0.612244898,0,1,0,30,2,1,225,5.35,0
2,0,-73,0,0,0,0,0.125,0.875,0,1,0,30,1,0,0,4.89,0
0,0,0,0,0,0,0,0.75,0.25,0,1,1,30,1,0,0,2.55,1
1,0,0,0,0,0.158730159,0,0.625,0.375,1,1,0,16,2,0,101,3.59,0
0,0,-43,0,0,0,0,0.5,0.5,0,0,0,30,1,0,7,4.64,0
0,0,-219,0,0,0,0,0.378378378,0.621621622,0,1,2,29,2,0,22,5.16,0
2,0,-57,0,0,0.118518519,0,0.206896552,0.793103448,1,1,1,29,1,0,0,4.52,0
2,0,0,0,0,0.176056338,0,0.42,0.58,1,1,0,30,3,0,283,4.76,0
1,0,0,1,0,0,0,0.735294118,0.264705882,1,1,1,30,1,0.5,73,5.3,0
0,0,0,1,0,0,0,0.565217391,0.434782609,1,1,1,28,1,0.5,4,5.3,0
3,0,0,0,0,0,0,0.5,0.5,0,1,0,29,3,0.5,80,5.19,0
0,0,-74,0,0,0,0,0.736842105,0.263157895,0,1,1,29,1,0.5,25,4.78,0
2,0,0,0,1,0,0,0.444444444,0.555555556,0,1,1,27,1,0.5,6,3.7,0
0,0,0,0,1,0,0,0.857142857,0.142857143,0,0,0,30,1,0,3,5.17,0
0,0,0,0,0,0.4,0,0,1,0,1,0,30,1,0,0,0,1
1,0,-88,0,0,0.718518519,0,0.4375,0.5625,0,1,0,30,2,1,328,5.1,0
2,0,-274,0,0,0,0,0.588235294,0.411764706,1,0,1,26,1,0,1,4.81,0
1,0,0,0,0,0.068965517,0,0.047619048,0.952380952,1,1,2,30,1,0,0,4.93,0
0,0,-289,0,0,0,0,0.217391304,0.782608696,0,1,6,30,1,0.5,1,4,0
1,0,-25,0,0,0,0,0.388888889,0.611111111,0,1,1,19,2,0,0,5.49,0
0,0,-56,0,0,0.704918033,0,0.1,0.9,1,1,1,30,1,0.5,29,4.68,0
4,0,0,0,0,0.95890411,0,0.321428571,0.678571429,1,1,0,26,1,0.5,315,5.41,0
1,0,-99,0,0,0,0,0.166666667,0.833333333,0,1,2,30,7,0,5,4.69,0
0,0,-43,0,0,0,0,0.666666667,0.333333333,0,1,0,30,1,0,1,4.9,0
0,0,-71,0,0,0,0,0.487179487,0.512820513,1,1,0,30,1,1,235,5.54,0
1,0,-23,0,0,0,0,0.583333333,0.416666667,0,0,0,30,1,0,2,4.28,0
0,0,-139,0,0,0,0,0.823529412,0.176470588,0,1,0,30,1,0,8,5.34,0
1,0,-272,0,0,0,0,0.466666667,0.533333333,1,1,3,30,3,0,4,4.73,0
0,0,0,0,0,0,0,0.75,0.25,0,1,1,30,1,0,0,0,1
0,0,-162,0,0,0,0,0.571428571,0.428571429,1,1,1,30,2,0,52,5.35,0
0,0,-39,0,0,0.155172414,0,0.363636364,0.636363636,1,1,2,30,2,0,42,3.22,0
0,0,-61,0,0,0,0,0.379310345,0.620689655,0,1,1,30,3,0,51,4.86,0
0,0,-304,0,0,0,0,0.378378378,0.621621622,1,1,5,30,2,0.5,26,5.58,0
0,0,-150,0,0,0.162790698,0,0.590909091,0.409090909,1,1,1,30,3,0.5,14,5.18,0
2,0,0,0,0,0.162162162,0,0.192307692,0.807692308,1,1,0,30,1,0,67,5.49,0
1,0,-306,0,0,0,0,0.333333333,0.666666667,0,1,0,30,3,0,130,5,0
1,0,-110,0,0,0,0,0.388888889,0.611111111,1,1,1,20,1,0,50,5.37,0
2,0,0,0,0,0,0,0.310344828,0.689655172,0,1,4,28,1,0.5,6,4.45,0
0,0,-67,0,0,0.228571429,0,0.432098765,0.567901235,0,1,0,30,1,0,132,3.43,0
0,0,-34,0,0,0.961538462,0,0,1,0,1,0,20,2,0,28,4.91,0
2,0,0,0,0,0.854166667,0,0.272727273,0.727272727,0,1,2,29,1,0,0,0,1
1,0,-327,0,0,0,0,0.416666667,0.583333333,0,1,3,19,2,0,7,4.97,0
0,0,0,0,0,0.142857143,0,0.461538462,0.538461538,0,0,1,29,1,0,19,0,1
1,0,-58,0,1,0,0,0,0,0,0,0,30,1,0,0,5.46,0
0,0,-272,0,0,0,0,0.466666667,0.533333333,1,1,1,29,1,1,13,5.47,0
1,0,-53,0,0,0,0,0.518987342,0.481012658,1,1,0,30,1,0,800,5.47,0
0,0,-294,0,0,0.920634921,0,0.181818182,0.818181818,0,0,0,29,1,0,75,5.04,0
1,0,-234,0,0,0,0,0.214285714,0.785714286,1,1,1,29,2,0.5,10,5.2,0
2,0,-20,0,0,0.07253886,0,0.463414634,0.536585366,0,1,3,29,1,0.5,61,5.38,0
3,0,-45,0,0,0.036764706,0,0.3,0.7,1,1,1,29,1,0,317,5.14,0
1,0,0,0,0,0,0,0.35,0.65,1,1,4,20,2,0,8,5.12,0
1,0,0,0,0,0,0,0.210526316,0.789473684,0,1,0,13,1,0,24,4.99,1
1,0,0,0,0,0,0,0,0,0,1,0,30,1,0,0,5.02,0
1,0,0,0,1,0,0,0.071428571,0.928571429,0,1,0,30,2,0,29,3.11,0
0,0,0,0,1,0,0,0,0,0,1,0,30,1,0,0,1.62,1
1,0,-252,0,0,0,0,0.333333333,0.666666667,1,1,4,30,2,0,9,5.61,0
1,0,0,0,1,0,0,0.5,0.5,0,1,1,30,1,0,0,5.08,0
0,0,0,0,1,0,0,0.5,0.5,0,0,1,30,1,0,1,1.5,1
2,0,-60,0,0,0.546875,0,0.19047619,0.80952381,0,1,2,21,1,0,0,5.31,0
0,0,-371,0,0,0,0,0.777777778,0.222222222,1,1,0,30,3,0,132,4.9,0
0,0,-364,0,0,0,0,0.625,0.375,1,1,1,26,4,0.5,11,5.12,0
4,0,0,0,1,0,0,0.117647059,0.882352941,0,1,4,30,4,0,0,4.83,0
1,0,-54,0,0,0.119402985,0,0.238095238,0.761904762,0,0,0,30,1,0,168,4.92,0
0,0,-31,0,0,0.333333333,0,0.214285714,0.785714286,0,1,1,30,3,0.5,113,4.98,0
1,0,0,0,0,0,0,0.444444444,0.555555556,1,0,1,29,1,0.5,0,4.57,0
0,0,-78,0,0,0.032258065,0,0.666666667,0.333333333,0,1,0,29,2,0,40,5.33,0
0,0,-256,0,0,0,0,0.666666667,0.333333333,0,1,1,30,3,0,19,4.88,0
0,0,-31,0,0,0,0,0.266666667,0.733333333,1,1,0,29,1,0,251,5.4,0
2,0,-73,0,0,0,0,0.266666667,0.733333333,0,1,0,30,1,0,33,3.66,0
0,0,0,0,0,0,0,1,0,0,1,0,30,1,0,1,0,1
3,-1,0,0,0,0,0,0.461538462,0.538461538,1,1,0,20,1,1,6,5.55,0
1,0,-266,0,1,0,0,0,0,0,1,0,30,1,0,0,4.12,0
1,0,-301,0,1,0,0,0.442622951,0.557377049,0,1,0,28,3,0,35,5.8,0
0,0,-56,0,0,0,0,0.470588235,0.529411765,0,0,2,30,1,0,187,4.81,0
2,-1,-347,0,0,0,0,0.711805556,0.288194444,0,1,1,13,1,0,12,5,0
1,0,-277,0,0,0,0,0.538461538,0.461538462,0,1,2,19,2,0,0,5.12,0
0,0,-231,0,0,0,0,0.516129032,0.483870968,1,0,1,30,1,0,33,4.69,0
0,0,0,0,0,0,0,0.75,0.25,0,1,1,30,1,0,0,2.81,1
1,0,0,0,0,0.411764706,0,0.538461538,0.461538462,0,0,0,30,1,0.5,236,4.55,0
0,0,-136,0,0,0.990291262,0,0.4,0.6,0,0,2,30,1,0,103,3.23,0
0,0,0,0,1,0,0,0,0,0,0,0,30,1,0,1,0,1
0,0,-236,0,0,0,0,0.555555556,0.444444444,1,1,1,30,1,1,29,4.99,0
1,0,-69,0,1,0,0,0.5,0.5,0,1,0,29,1,0,0,0,1
1,0,-58,0,1,0,0,0,0,0,0,0,30,1,0,0,5.18,0
1,0,0,0,0,0.98245614,0,0.382352941,0.617647059,0,1,0,30,2,0,180,5.08,0
0,0,-33,0,0,0,0,0.388059701,0.611940299,1,0,2,26,1,0,156,3.52,0
0,0,-363,0,0,0,0,0.4,0.6,0,1,1,29,4,0,0,5.49,0
3,0,-99,0,0,0,0,0.105263158,0.894736842,1,1,0,13,2,0,15,4.55,0
1,0,0,0,0,0.027472527,0,0.647058824,0.352941176,1,0,0,30,1,1,178,3.65,0
0,0,-282,0,0,0.109090909,0,0.285714286,0.714285714,1,1,0,30,3,0,266,4.57,0
0,0,0,0,1,0,0,0.5,0.5,0,0,1,27,1,0,1,2.64,1
0,0,-152,0,0,0,0,0.65625,0.34375,0,1,1,30,2,0,26,5.63,0
1,0,0,0,0,0,0,0.75,0.25,0,1,1,30,2,0,0,2.46,1
0,0,-224,0,0,0,0,0.647058824,0.352941176,0,1,0,30,2,0.5,3,5.31,0
1,0,-87,0,0,0.071428571,0,0.25,0.75,0,0,2,28,1,0,0,4.75,0
1,0,0,0,0,0,0,0.727272727,0.272727273,1,1,1,29,2,0.5,6,5.31,0
1,0,-235,0,0,0,0,0.142857143,0.857142857,0,1,4,30,2,0,21,5.15,0
0,0,0,0,0,0.797297297,0,0.666666667,0.333333333,0,0,0,30,1,0,33,4.47,0
