redirects,not_indexed_by_google,certificate_age,email_submission,request_url_percentage,url_anchor_percentage,meta_percentage,script_percentage,link_percentage,mouseover_changes,right_click_disabled,popup_window_has_text_field,use_iframe,has_suspicious_port,external_favicons,TTL,ip_address_count,TXT_record,check_sfh,count_domain_occurrences,domain_registration_length,abnormal_url,age_of_domain,is_malicious,page_rank_decimal
0,0,-196,0,0,0.4,0,0.5,0.5,0,0,0,0,1,0,20,1,0,0,100,0,0,-1,0,4.65
0,0,-330,0,1,0,0,1,0,0,0,0,0,1,0,30,1,0,0,0,0,0,-1,0,5.32
3,0,0,0,0,0,0,0.3703703703703703,0.6296296296296297,0,0,0,1,1,2,28,3,0,0,18,0,0,-1,0,5.27
0,0,-381,0,1,0,0,0,0,0,0,0,0,1,0,5,1,0,0,2,0,0,-1,0,5.21
0,0,-84,0,0,0,0,0.5526315789473685,0.4473684210526316,0,0,0,0,0,0,30,2,0,0.5,675,0,0,-1,0,5.19
0,0,-344,0,0,0,0,0.4,0.6,0,0,0,0,1,0,30,4,0,0.5,156,0,0,-1,0,4.97
1,0,0,0,0,0,0,0.1764705882352941,0.8235294117647058,0,0,0,0,1,0,30,1,0,0,0,0,0,-1,1,
2,0,0,0,0,0,0,0.4444444444444444,0.5555555555555556,0,0,0,1,0,0,23,1,0,0,49,0,0,-1,0,3.13
3,0,-85,1,0,0,0,0.4210526315789473,0.5789473684210527,0,0,0,0,1,7,30,1,0,0.5,36,0,0,-1,0,5.18
0,0,-54,0,0,0,0,0.047619048,0.9523809523809524,0,0,0,0,1,0,30,1,0,0,19,0,0,-1,0,3.12
1,0,0,0,0,0,0,0.625,0.375,0,0,0,1,0,0,30,2,0,0,6,0,0,-1,0,4.33
0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,1,28,1,0,1,39,0,0,-1,0,5.07
1,0,-67,0,0,0,0,0.5,0.5,0,0,0,1,1,1,30,3,0,0,11,0,0,-1,0,5
0,0,-352,0,0,0.059171598,0,0.2162162162162162,0.7837837837837838,0,0,0,1,1,1,30,4,0,0,345,0,0,-1,0,5.53
1,0,-375,0,0,0,0,0.1818181818181818,0.8181818181818182,0,0,0,1,0,4,30,2,0,0,4,0,0,-1,0,3.46
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0,0,0,0,0,-1,1,2.76
1,0,-214,0,0,0,0,0.6666666666666666,0.3333333333333333,0,0,0,1,1,2,30,4,0,0,103,0,0,-1,0,5.59
0,0,-124,0,1,0,0,0.7,0.3,0,0,0,0,1,0,29,2,0,0,10,0,0,-1,0,5.55
0,0,-36,0,0,0,0,0.4358974358974359,0.5641025641025641,0,0,0,0,0,0,30,1,0,0,312,0,0,-1,0,5.33
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29,1,0,0,0,0,0,-1,1,
1,0,-337,0,0,0,0,0.5,0.5,0,0,0,0,1,10,30,3,0,0,11,0,0,-1,0,4.96
1,0,-377,0,0,0,0,0.6363636363636364,0.3636363636363636,0,0,0,1,1,0,30,3,0,0,0,0,0,-1,0,5.21
1,0,-52,0,0,0,0,0.375,0.625,0,0,0,1,0,3,30,1,0,0,5,0,0,-1,0,4.63
1,0,0,0,0,0,0,0.2909090909090909,0.7090909090909091,0,0,0,1,1,6,1,1,0,0,62,0,0,-1,0,5.04
1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,30,1,0,0,1,0,0,-1,1,
1,0,0,0,0,0,0,0.5,0.5,0,0,0,0,1,0,30,2,0,0.5,0,0,0,-1,1,
0,0,-40,0,0,0,0,0.4347826086956521,0.5652173913043478,0,0,0,1,1,0,19,2,0,0,7,0,0,-1,0,3.83
1,0,-355,0,0,0.2156862745098039,0,0.058823529,0.9411764705882352,0,0,0,0,1,0,30,2,0,0,333,0,0,-1,0,4.75
0,0,0,0,1,0,0,0.5,0.5,0,0,0,0,1,1,30,1,0,0,1,0,0,-1,1,3.05
1,0,-41,0,0,0,0,0.6666666666666666,0.3333333333333333,0,0,0,0,1,0,30,2,0,0,39,0,0,-1,0,4.05
0,0,-346,0,0,0,0,0.3709677419354839,0.6290322580645161,0,0,0,0,1,0,29,1,0,0,91,0,0,-1,0,5.38
0,0,0,0,1,0,0,0.5,0.5,0,0,0,0,1,1,30,1,0,0,1,0,0,-1,1,3.25
0,0,-54,0,1,0,0,0.5,0.5,0,0,0,0,1,1,29,1,0,0,1,0,0,-1,0,2.16
0,0,-25,0,0,0,0,0.2758620689655172,0.7241379310344828,0,0,0,0,0,4,30,4,0,0,16,0,0,-1,0,4.38
0,0,-31,0,0,0.1222222222222222,0,0.5,0.5,0,0,0,0,1,0,30,1,0,0.5,20,0,0,-1,0,5.19
1,0,-97,0,0,0,0,0.3333333333333333,0.6666666666666666,0,0,0,0,1,0,30,2,0,0,203,0,0,-1,0,4.4
2,0,0,0,0,0.6956521739130435,0,0.388235294,0.611764706,0,0,0,1,1,2,30,3,0,0,6,0,0,-1,0,5.06
0,0,0,0,1,0,0,0.5,0.5,0,0,0,0,0,1,28,1,0,0,1,0,0,-1,1,
0,0,0,0,1,0,0,0.3333333333333333,0.6666666666666666,0,0,0,0,1,1,30,1,0,0,0,0,0,-1,1,
0,0,-233,0,0,0,0,0.2,0.8,0,0,0,0,1,1,21,1,0,0.5,285,0,0,-1,0,6.02
0,0,-342,0,0,0,0,0.6363636363636364,0.3636363636363636,0,0,0,1,0,1,30,1,0,0.5,51,0,0,-1,0,4.93
1,0,0,0,0,0,0,0.2068965517241379,0.7931034482758621,0,0,0,0,0,0,30,1,0,0,426,0,0,-1,0,4.89
1,0,-256,0,0,0,0,0.5,0.5,0,0,0,1,1,0,30,4,0,0,225,0,0,-1,0,5.17
0,0,0,0,1,0,0,0.5,0.5,0,0,0,0,1,1,30,1,0,0,1,0,0,-1,1,2.42
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,30,1,0,0.5,0,0,0,-1,0,3.38
0,0,-29,0,0,0.1323529411764706,0,0.2692307692307692,0.7307692307692307,0,0,0,0,0,4,30,1,0,0,33,0,0,-1,0,4
2,0,0,0,0,0,0,0.5833333333333334,0.4166666666666667,0,0,0,0,0,0,28,1,0,0.5,6,0,0,-1,0,4.97
1,0,-66,0,0,0,0,0.5319148936170213,0.4680851063829787,0,0,0,0,1,0,30,2,0,0,0,0,0,-1,0,5.19
1,0,-130,0,0,0,0,0.2333333333333333,0.7666666666666667,0,0,0,0,1,6,30,4,0,0,108,0,0,-1,0,5.56
1,0,-301,0,0,0,0,0.2608695652173913,0.7391304347826086,0,0,0,1,1,1,27,1,0,0,0,0,0,-1,0,4.46
1,0,-195,0,0,0,0,0.3,0.7,0,0,0,0,1,1,18,4,0,0,4,0,0,-1,0,5.1
0,0,-352,0,0,0,0,0.25,0.75,0,0,0,1,1,0,6,2,0,0,953,0,0,-1,0,5.58
0,0,0,0,0,0,0,0.2307692307692307,0.7692307692307693,0,0,0,0,1,1,30,1,0,0.5,3,0,0,-1,0,4.4
0,0,0,0,0,0,0,0.75,0.25,0,0,0,0,1,1,30,1,0,0,0,0,0,-1,1,4.35
1,0,0,0,1,0,0,0.6666666666666666,0.3333333333333333,0,0,0,0,1,1,30,1,0,0,0,0,0,-1,1,
0,0,-107,0,1,0,0,0,0,0,0,0,0,1,0,30,1,0,0,0,0,0,-1,0,5.09
0,0,-212,0,1,0,0,0.8,0.2,0,0,0,1,1,4,30,2,0,0,4,0,0,-1,0,4.81
0,0,0,0,1,0,0,0.5,0.5,0,0,0,0,1,0,30,1,0,0,2,0,0,-1,0,5.16
3,0,0,0,0,0,0,0.4347826086956521,0.5652173913043478,0,0,0,0,1,1,18,2,0,0,0,0,0,-1,0,5.69
2,0,-348,0,0,0,0,0.1935483870967742,0.8064516129032258,0,0,0,1,1,2,30,3,0,0,0,0,0,-1,0,5.84
1,0,-47,0,0,0.055555556,0,0.2307692307692307,0.7692307692307693,0,0,0,1,1,3,28,1,0,0.5,0,0,0,-1,0,5.12
0,0,-266,0,0,0,0,0.5238095238095238,0.4761904761904761,0,0,0,0,1,1,30,3,0,0.5,22,0,0,-1,0,5.37
1,0,-333,0,0,0,0,0.013888889,0.9861111111111112,0,0,0,0,0,1,29,1,0,0,3,0,0,-1,0,4.79
1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,30,1,0,0,0,0,0,-1,1,
2,0,0,0,0,0,0,0.64,0.36,0,0,0,0,1,1,30,2,0,0,16,0,0,-1,0,5.37
0,0,0,0,0,0.88,0,0.2571428571428571,0.7428571428571429,0,0,0,1,0,3,30,1,0,0,57,0,0,-1,0,5.24
0,0,-298,0,0,0.6286764705882353,0,0.0625,0.9375,0,0,0,0,1,1,30,4,0,1,83,0,0,-1,0,5.14
1,0,0,0,0,0,0,0.25,0.75,0,0,0,1,1,0,30,3,0,0,4,0,0,-1,1,8.17
6,0,0,0,0,0,0,0.5909090909090909,0.4090909090909091,0,0,0,1,1,2,30,1,0,0,1,0,0,-1,0,4.5
1,0,0,0,0,0,0,0.25,0.75,0,0,0,1,1,0,29,3,0,0,4,0,0,-1,1,8.17
2,0,0,0,0,0,0,0.1428571428571428,0.8571428571428571,0,0,0,1,1,5,30,4,0,1,8,0,0,-1,0,4.61
1,0,-282,0,0,0.2203389830508474,0,0.4150943396226415,0.5849056603773585,0,0,0,1,1,1,30,3,0,0,232,0,0,-1,0,5
0,0,-31,0,0,0.032608696,0,0.3265306122448979,0.673469388,0,0,0,0,1,0,30,1,0,0,178,0,0,-1,0,4.4
1,0,0,0,0,0,0,0.5,0.5,0,0,0,0,1,0,30,2,0,0.5,0,0,0,-1,1,2.47
1,0,0,0,0,0,0,0.3050847457627119,0.6949152542372882,0,0,0,0,0,0,30,1,0,0,6,0,0,-1,0,5.45
3,0,0,0,0,0,0,0.5,0.5,0,0,0,1,1,2,27,2,0,0,0,0,0,-1,0,5.73
0,0,0,0,1,0,0,0.5,0.5,0,0,0,0,1,1,30,1,0,0,1,0,0,-1,1,1.58
0,0,-131,0,0,0,0,0.425,0.575,0,0,0,1,1,2,30,1,0,0.5,388,0,0,-1,0,5.29
0,0,-81,0,0,0.048192771,0,0.4098360655737705,0.5901639344262295,0,0,0,0,0,0,29,1,0,0.5,223,0,0,-1,0,5.04
0,0,0,0,1,0,0,0.3333333333333333,0.6666666666666666,0,0,0,0,1,1,30,1,0,0,0,0,0,-1,1,2.12
1,0,-236,0,0,0.136,0,0.5238095238095238,0.4761904761904761,0,0,0,1,1,0,30,3,0,0.5,76,0,0,-1,0,5.01
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30,1,0,0,3,0,0,-1,1,
0,0,-70,0,0,0.4038461538461538,0,0.65,0.35,0,0,0,1,1,2,30,2,0,0,4,0,0,-1,0,5.27
1,0,-243,0,0,0,0,0.375,0.625,0,0,0,0,1,1,30,1,0,1,2,0,0,-1,0,5.65
0,0,0,0,0,0.039784221,0,0.5357142857142857,0.4642857142857143,0,0,0,0,1,0,30,2,0,0,1591,0,0,-1,0,3.23
1,0,0,0,0,0,0,0.5161290322580645,0.4838709677419355,0,0,0,1,1,1,30,2,0,0.5,13,0,0,-1,0,5.52
0,0,0,0,1,0,0,0.5,0.5,0,0,0,0,1,1,30,1,0,0,1,0,0,-1,0,4.92
0,0,-320,1,0,0,0,0.5208333333333334,0.4791666666666667,0,0,0,1,1,5,30,1,0,0.5,0,0,0,-1,0,3.93
0,0,0,0,1,0,0,0.5,0.5,0,0,0,0,0,1,30,1,0,0,1,0,0,-1,0,4.96
1,0,0,0,0,0,0,0.5555555555555556,0.4444444444444444,0,0,0,1,0,1,28,1,0,0,7,0,0,-1,0,5.14
1,0,0,0,0,0.5384615384615384,0,0,1,0,0,0,0,0,2,28,1,0,0,0,0,0,-1,0,5.32
0,0,-72,0,0,0.2786885245901639,0,0.4693877551020408,0.5306122448979592,0,0,0,0,1,0,28,2,0,0,263,0,0,-1,0,5.5
1,0,-70,0,0,0,0,0.5833333333333334,0.4166666666666667,0,0,0,0,0,0,29,1,0,0,58,0,0,-1,0,5.26
1,0,-88,0,0,0,0,0.5333333333333333,0.4666666666666667,0,0,0,1,1,1,29,1,0,0.5,5,0,0,-1,0,5.13
1,0,-152,0,0,0,0,0.1739130434782608,0.8260869565217391,0,0,0,1,1,0,30,1,0,0,30,0,0,-1,0,5.3
0,0,-260,0,1,0,0,0,0,0,0,0,0,1,0,30,1,0,0,0,0,0,-1,0,4.74
1,0,0,0,0,0,0,0.5,0.5,0,0,0,0,1,0,14,2,0,0.5,0,0,0,-1,1,3.03
0,0,0,0,1,0,0,0.4,0.6,0,0,0,0,1,0,29,1,0,0,0,0,0,-1,0,3.9
0,0,0,0,1,0,0,0.5,0.5,0,0,0,0,0,1,28,1,0,0,1,0,0,-1,1,
0,0,-370,0,0,0,0,0.5555555555555556,0.4444444444444444,0,0,0,0,1,0,29,1,0,0,10,0,0,-1,0,4.93
0,0,-73,0,0,0,0,0.2307692307692307,0.7692307692307693,0,0,0,0,1,6,15,1,0,0,18,0,0,-1,0,6.33
1,0,-52,0,0,0,0,0.6829268292682927,0.3170731707317073,0,0,0,0,0,0,30,1,0,0,17,0,0,-1,0,5.21
1,0,-109,0,0,0,0,0.4,0.6,0,0,0,1,1,1,30,1,0,0,0,0,0,-1,0,4.99
0,0,-80,0,1,0,0,0.7857142857142857,0.2142857142857142,0,0,0,0,1,0,30,1,0,0,4,0,0,-1,0,4.93
1,0,0,0,1,0,0,0.3333333333333333,0.6666666666666666,0,0,0,0,0,1,26,1,0,0,0,0,0,-1,1,2.39
1,0,-88,0,0,0.5581395348837209,0,0.6666666666666666,0.3333333333333333,0,0,0,0,1,0,29,2,0,0,1,0,0,-1,0,4.81
0,0,-61,0,0,0.4925373134328358,0,0.2857142857142857,0.7142857142857143,0,0,0,0,1,0,30,1,0,0,200,0,0,-1,0,4.86
0,0,-257,0,0,0,0,0.375,0.625,0,0,0,1,1,6,30,4,0,0,95,0,0,-1,0,5.18
0,0,0,0,0,0,0,0.375,0.625,0,0,0,0,0,0,30,1,0,0.5,1,0,0,-1,0,4.72
0,0,-161,0,0,0,0,0.1666666666666666,0.8333333333333334,0,0,0,0,1,4,29,1,0,0.5,9,0,0,-1,0,5.17
1,0,-215,0,0,0,0,0.2328767123287671,0.7671232876712328,0,0,0,1,1,1,29,4,0,0,14,0,0,-1,0,5.38
0,0,0,0,0,0,0,0.3076923076923077,0.6923076923076923,0,0,0,0,0,0,29,1,0,0,179,0,0,-1,0,2.78
2,0,-72,0,0,0.352112676,0,0.4222222222222222,0.5777777777777777,0,0,0,1,1,1,30,2,0,0.5,69,0,0,-1,0,5.46
1,0,0,0,0,0,0,0.7213114754098361,0.2786885245901639,0,0,0,1,0,1,26,1,0,1,160,0,0,-1,0,4.63
1,0,0,0,0,0,0,0.5294117647058824,0.4705882352941176,0,0,0,0,1,0,30,2,0,0,3,0,0,-1,1,
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,1,0,0,0,0,0,-1,0,2.48
0,0,-186,0,0,0.075587334,0,0.3333333333333333,0.6666666666666666,0,0,0,0,1,0,29,3,0,0,1008,0,0,-1,0,5.25
0,0,-154,0,1,0,0,0.7931034482758621,0.2068965517241379,0,0,0,0,1,1,30,2,0,0,0,0,0,-1,0,4.89
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,30,1,0,0,6,0,0,-1,1,
4,0,0,0,0,0,0,0.375,0.625,0,0,0,1,1,1,27,2,0,0,0,0,0,-1,1,3.06
0,0,-77,0,0,0,0,0.125,0.875,0,0,0,0,1,1,30,1,0,0,3,0,0,-1,0,4.6
0,0,-231,0,1,0,0,0,0,0,0,0,0,1,0,30,3,0,0,0,0,0,-1,0,5.35
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,30,1,0,0,1,0,0,-1,1,2.63
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,1,0,0,0,0,0,-1,1,
0,0,-67,0,0,0,0,0.6666666666666666,0.3333333333333333,0,0,0,0,1,0,29,2,0,0,0,0,0,-1,0,3.41
0,0,-289,0,1,0,0,0.6,0.4,0,0,0,0,1,1,30,3,0,0,0,0,0,-1,0,4.95
3,0,-95,0,0,0,0,0.28,0.72,0,0,0,1,1,2,29,3,0,0,89,0,0,-1,0,5.13
0,0,-213,0,0,0.091891892,0,0.2857142857142857,0.7142857142857143,0,0,0,1,0,0,28,1,0,0,206,0,0,-1,0,4.55
1,0,0,0,0,0.6,0,0.3125,0.6875,0,0,0,1,1,0,28,2,0,0.5,45,0,0,-1,1,5.57
0,0,-313,0,0,0,0,0.8125,0.1875,0,0,0,0,1,1,30,3,0,0,195,0,0,-1,0,4.91
0,0,-325,0,0,0,0,0.2894736842105263,0.7105263157894737,0,0,0,1,1,4,30,1,0,0,54,0,0,-1,0,5.39
1,0,-129,0,0,0,0,0.25,0.75,0,0,0,0,1,1,30,1,0,0,2,0,0,-1,0,4.84
0,0,-71,0,0,0,0,0.8958333333333334,0.1041666666666666,0,0,0,1,1,0,28,1,0,0.5,79,0,0,-1,0,5.24
0,0,-86,0,0,0,0,0.5081967213114754,0.4918032786885246,0,0,0,0,1,0,29,3,0,0,264,0,0,-1,0,5.07
0,0,-76,0,0,0.071428571,0,0.4090909090909091,0.5909090909090909,0,0,0,1,1,2,28,8,0,0,63,0,0,-1,0,3.17
3,0,-81,0,0,0.1707317073170731,0,0.1,0.9,0,0,0,1,1,2,20,1,0,0,16,0,0,-1,0,5.85
0,0,-87,0,0,0.34375,0,0.2682926829268293,0.7317073170731707,0,0,0,1,1,0,30,1,0,0,73,0,0,-1,0,4.93
0,0,0,0,1,0,0,0.5,0.5,0,0,0,0,1,1,30,1,0,0,1,0,0,-1,0,5.42
0,0,-83,0,0,0.1428571428571428,0,0.4444444444444444,0.5555555555555556,0,0,0,0,0,0,30,1,0,0,27,0,0,-1,0,5.17
1,0,0,0,0,0,0,0.6666666666666666,0.3333333333333333,0,0,0,1,1,1,30,5,0,0,7,0,0,-1,0,5.7
1,0,-158,0,0,0,0,0.1052631578947368,0.8947368421052632,0,0,0,0,1,8,29,1,0,0,0,0,0,-1,0,5.86
0,0,0,0,0,0,0,0.75,0.25,0,0,0,0,1,1,30,1,0,0,0,0,0,-1,1,
2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,29,1,0,0,2,0,0,-1,0,3.01
0,0,-75,0,0,0,0,0.3888888888888889,0.6111111111111112,0,0,0,0,0,1,30,1,0,0,11,0,0,-1,0,5.14
0,0,-175,0,0,0.1228070175438596,0,0.3809523809523809,0.6190476190476191,0,0,0,1,1,0,30,1,0,0,147,0,0,-1,0,5.19
0,0,-395,0,0,0.3578767123287671,0,0.5172413793103449,0.4827586206896552,0,0,0,1,1,1,27,1,0,0,993,0,0,-1,0,5.3
0,0,0,0,1,0,0,0.5,0.5,0,0,0,0,1,1,30,1,0,0,1,0,0,-1,1,4.87
1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,30,1,0,0,0,0,0,-1,1,0.95
1,0,-342,0,0,0.1136363636363636,0,0.6724137931034483,0.3275862068965517,0,0,0,1,0,2,29,1,0,0.5,39,0,0,-1,0,4.08
1,0,-295,0,0,0.1139240506329113,0,0.5,0.5,0,0,0,1,1,0,30,2,0,0,40,0,0,-1,0,5.49
1,0,0,0,1,0,0,0.4285714285714285,0.5714285714285714,0,0,0,0,1,2,30,1,0,0,0,0,0,-1,0,5.35
0,0,-39,0,0,0,0,0.2682926829268293,0.7317073170731707,0,0,0,0,1,0,30,2,0,0,245,0,0,-1,0,6.41
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,28,1,0,0,0,0,0,-1,1,3.03
1,0,-31,0,0,0.003436426,0,0.098039216,0.9019607843137256,0,0,0,1,1,0,20,2,0,0,372,0,0,-1,0,5.18
2,0,-289,0,0,0.146788991,0,0.1851851851851851,0.8148148148148148,0,0,0,0,1,7,29,4,0,0,8,0,0,-1,0,5.17
0,0,-65,0,0,0,0,0.6,0.4,0,0,0,1,1,1,22,1,0,0.5,13,0,0,-1,0,5.19
1,0,-72,0,1,0,0,1,0,0,0,0,0,1,0,30,2,0,0,0,0,0,-1,0,5.13
0,0,-37,0,0,0,0,0.3846153846153846,0.6153846153846154,0,0,0,1,1,2,8,1,0,0,15,0,0,-1,0,5.48
0,0,-71,0,0,0,0,0.5,0.5,0,0,0,0,1,2,30,2,0,0,15,0,0,-1,0,5.12
3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,2,0,0,0,0,0,-1,1,
1,0,-76,0,1,0,0,0.3529411764705882,0.6470588235294118,0,0,0,1,1,3,28,3,0,0,0,0,0,-1,0,2.99
0,0,-296,0,0,0,0,0.25,0.75,0,0,0,0,0,0,28,1,0,0,7,0,0,-1,0,5.15
4,0,-55,0,0,0,0,0.6666666666666666,0.3333333333333333,0,0,0,1,1,1,30,3,0,0.5,0,0,0,-1,0,5.05
1,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0,28,1,0,0,0,0,0,-1,0,3.01
1,0,0,0,0,0,0,0.6470588235294118,0.3529411764705882,0,0,0,0,0,1,25,1,0,0,2,0,0,-1,0,4.9
4,0,-268,0,0,0,0,0.4705882352941176,0.5294117647058824,0,0,1,0,1,0,30,3,0,0.5,6,0,0,-1,0,5.41
0,0,0,0,0,0,0,0.75,0.25,0,0,0,0,1,1,30,1,0,0,0,0,0,-1,1,
1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,30,1,0,0,1,0,0,-1,0,5.28
0,0,0,0,1,0,0,0.5,0.5,0,0,0,0,1,1,30,1,0,0,1,0,0,-1,1,
0,0,-67,0,0,0,0,0.3673469387755102,0.6326530612244898,0,0,0,1,1,6,29,1,0,0.5,81,0,0,-1,0,4.99
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,30,1,0,0,0,0,0,-1,0,2.75
0,0,-76,0,0,0,0,0.7272727272727273,0.2727272727272727,0,0,0,0,0,0,30,1,0,0,8,0,0,-1,0,4.91
0,0,-241,0,0,0,0,0.2,0.8,0,0,0,0,1,0,30,2,0,0,96,0,0,-1,0,4
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,30,1,0,0,0,0,0,-1,1,
1,0,-309,0,0,0,0,0.2352941176470588,0.7647058823529411,0,0,0,0,1,0,30,2,0,0.5,465,0,0,-1,0,5.34
3,0,-63,0,0,0.3703703703703703,0,0.3902439024390244,0.6097560975609756,0,0,0,0,0,5,29,1,0,0,0,0,0,-1,0,5.36
0,0,-170,0,0,0,0,0.089285714,0.9107142857142856,0,0,0,0,1,0,30,3,0,0,225,0,0,-1,0,4.25
0,0,-282,0,0,0.2275862068965517,0,0.1029411764705882,0.8970588235294118,0,0,0,1,1,2,29,3,0,0,202,0,0,-1,0,5.67
0,0,-366,0,0,0,0,0.5625,0.4375,0,0,0,1,0,3,30,1,0,0,5,0,0,-1,0,5.03
0,0,-346,0,0,0,0,0.1875,0.8125,0,0,0,1,1,0,30,2,0,0.5,223,0,0,-1,0,4.98
0,0,-63,0,0,0,0,0.4871794871794871,0.5128205128205128,0,0,0,1,0,1,27,1,0,0,92,0,0,-1,0,3.22
0,0,-70,0,0,0.068181818,0,0.1666666666666666,0.8333333333333334,0,0,0,0,1,0,30,1,0,0.5,85,0,0,-1,0,4.68
1,0,0,0,0,0,0,0.5714285714285714,0.4285714285714285,0,0,0,0,0,2,30,1,0,0,7,0,0,-1,0,5.3
1,0,-69,0,0,0.5370370370370371,0,0.3888888888888889,0.6111111111111112,0,0,0,1,0,3,30,1,0,0.5,72,0,0,-1,0,5.23
2,0,0,0,0,0,0,0.5,0.5,0,0,0,1,1,1,28,1,0,0,20,0,0,-1,0,5.11
0,0,-75,0,0,0.1568627450980392,0,0.1538461538461538,0.8461538461538461,0,0,0,0,1,2,29,1,0,0,202,0,0,-1,0,4.18
0,0,-224,0,0,0.25,0,0.1515151515151515,0.8484848484848485,0,0,0,1,1,0,30,2,0,0.5,87,0,0,-1,0,5.43
1,0,-67,0,0,0,0,0.5,0.5,0,0,0,0,1,1,21,3,0,0,2,0,0,-1,0,4.68
0,0,-342,0,0,0,0,0.7142857142857143,0.2857142857142857,0,0,0,0,1,0,30,3,0,0,1,0,0,-1,0,5.83
1,0,0,0,0,0,0,0.25,0.75,0,0,0,1,1,0,20,3,0,0,4,0,0,-1,1,8.17
1,0,0,0,0,0,0,0.6666666666666666,0.3333333333333333,0,0,0,0,0,0,30,1,0,0.5,6,0,0,-1,0,5.31
0,0,-268,0,0,0,0,0.4516129032258064,0.5483870967741935,0,0,0,1,0,0,28,1,0,0.5,50,0,0,-1,0,5.02
0,0,-347,0,1,0,0,0.5,0.5,0,0,0,0,1,1,30,1,0,0,1,0,0,-1,0,5.33
0,0,-297,0,0,0,0,0.1785714285714285,0.8214285714285714,0,0,0,1,1,0,30,2,0,0.5,35,0,0,-1,0,5.05
1,0,-48,0,0,0,0,0.5,0.5,0,0,0,0,0,0,30,1,0,0,3,0,0,-1,0,5.44
1,0,-382,0,0,0,0,0.047619048,0.9523809523809524,0,0,0,0,1,0,20,1,0,0,265,0,0,-1,0,6.55
0,0,-87,0,0,0,0,0.8666666666666667,0.1333333333333333,0,0,0,0,1,0,30,1,0,0.5,53,0,0,-1,0,5.11
1,0,-43,0,0,0,0,0.092592593,0.9074074074074074,0,0,0,1,1,1,30,2,0,0,0,0,0,-1,0,4.98
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,30,1,0,0,7,0,0,-1,1,
0,0,-355,0,0,0,0,0.3529411764705882,0.6470588235294118,0,0,0,0,1,2,29,1,0,0,154,0,0,-1,0,5.47
1,0,-83,0,0,0,0,0.3333333333333333,0.6666666666666666,0,0,0,1,1,0,30,2,0,0,1136,0,0,-1,0,5.3
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,30,1,0,0,0,0,0,-1,1,
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,30,1,0,0,1,0,0,-1,1,3.54
1,0,-310,0,0,0,0,0.076923077,0.9230769230769232,0,0,0,0,1,3,30,2,0,0,351,0,0,-1,0,5.48
0,0,-27,0,0,0.2352941176470588,0,0.6666666666666666,0.3333333333333333,0,0,0,0,1,1,30,1,0,0,5,0,0,-1,0,5.05
0,0,-139,0,0,0,0,0.1428571428571428,0.8571428571428571,0,0,0,0,0,4,30,1,0,0.5,5,0,0,-1,0,5.02
0,0,-36,0,0,0,0,0.4915254237288136,0.5084745762711864,0,0,0,1,1,0,30,2,0,0.5,36,0,0,-1,0,6.65
0,0,-276,0,0,0.02739726,0,0.4444444444444444,0.5555555555555556,0,0,0,1,1,4,29,3,0,0.5,3,0,0,-1,0,4.51
0,0,-225,0,0,0,0,0.525,0.475,0,0,0,0,0,1,28,1,0,0,40,0,0,-1,0,5.63
3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,30,1,0,0,0,0,0,-1,0,5.39
0,0,-251,0,0,0.058536585,0,0.02173913,0.9782608695652174,0,0,0,0,1,1,19,1,0,0,213,0,0,-1,0,5.66
2,0,0,0,0,0.1290322580645161,0,0.1,0.9,0,0,0,0,1,1,30,4,0,0,122,0,0,-1,0,5.64
0,0,-327,0,0,0,0,0.2,0.8,0,0,0,1,1,3,29,2,0,0,0,0,0,-1,0,3.83
0,0,0,0,1,0,0,0.6666666666666666,0.3333333333333333,0,0,0,0,0,1,30,9,0,0,0,0,0,-1,1,
0,0,-78,0,0,0,0,0.4848484848484848,0.5151515151515151,0,0,0,0,1,1,29,1,0,0,2,0,0,-1,0,3.48
0,0,0,0,0,0,0,0.3333333333333333,0.6666666666666666,0,0,0,0,0,1,30,1,0,0,0,0,0,-1,0,5.5
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,30,1,0,0,0,0,0,-1,1,
